//直播源本地路径：clan://localhost/ITVBox/tv/tvonline.txt
//直播源在线路径：http://itv.22m.top/ITVBox/tv/tvonline.txt
//diyp专用版epg：http://diyp1.112114.xyz/

//北京联通组播IP端口：ikuai.zlsip.top:4022
//河北联通组播IP端口：www.xingwen.online:9810     //河北电信组播IP端口：www.biaowen.net:4022
//云南电信组播IP端口：enlen.vip:4022
//四川电信组播IP端口：xeace.cn:8888
//湖南电信组播IP端口：www.erbao1981.top:8188
//湖北电信组播IP端口：www.hiliu.myds.me:8088
//贵州电信组播IP端口：www.qhjx.top:18000
//天津联通组播IP端口：ha.xushining.com:50000
//河南联通组播IP端口：115.60.241.249:2000
港澳频道token：631170156107453
//斗鱼1线：http://zzy789.xyz/douyu1.php?id= 斗鱼2线：http://159.75.85.63:35455/douyu/ 

🥭芒果独播,#genre#
河北卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.148:8072$北京联通组播
辽宁卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.210:8056$北京联通组播
湖北卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.138:8044$北京联通组播
吉林卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.240:8172$北京联通组播
贵州卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.149:8076$北京联通组播
东南卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.156:8148$北京联通组播
江西卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.123:8164$北京联通组播
海南卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.45:8304$北京联通组播
云南卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.26:8108$北京联通组播
兵团卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.144:4120$北京联通组播
厦门卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.143:4120$北京联通组播
四川卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.29:8288$北京联通组播
宁夏卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.46:8124$北京联通组播
山西卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.42:8172$北京联通组播
广西卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.39:8300$北京联通组播
新疆卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.48:8160$北京联通组播
河南卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.27:8128$北京联通组播
甘肃卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.49:8188$北京联通组播
西藏卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.47:8164$北京联通组播
三沙卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.155:4120$北京联通组播
陕西卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.41:8140$北京联通组播
青海卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.44:8184$北京联通组播
内蒙古卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.43:8176$北京联通组播
黑龙江卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.133:8016$北京联通组播

//河北联通组播IP端口：www.xingwen.online:9810
湖南卫视,http://www.xingwen.online:9810/rtp/239.253.92.84:8015$河北联通组播
浙江卫视,http://www.xingwen.online:9810/rtp/239.253.92.90:8020$河北联通组播
江苏卫视,http://www.xingwen.online:9810/rtp/239.253.92.88:8018$河北联通组播
北京卫视,http://www.xingwen.online:9810/rtp/239.253.92.87:8014$河北联通组播
东南卫视,http://www.xingwen.online:9810/rtp/239.253.92.201:6146$河北联通组播
东方卫视,http://www.xingwen.online:9810/rtp/239.253.92.89:8019$河北联通组播
天津卫视,http://www.xingwen.online:9810/rtp/239.253.92.91:8021$河北联通组播
深圳卫视,http://www.xingwen.online:9810/rtp/239.253.92.86:8017$河北联通组播
山东卫视,http://www.xingwen.online:9810/rtp/239.253.92.207:8109$河北联通组播
广东卫视,http://www.xingwen.online:9810/rtp/239.253.92.206:8108$河北联通组播
黑龙江卫视,http://www.xingwen.online:9810/rtp/239.253.92.85:8016$河北联通组播
辽宁卫视,http://www.xingwen.online:9810/rtp/239.253.92.115:6056$河北联通组播
安徽卫视,http://www.xingwen.online:9810/rtp/239.253.92.209:6566$河北联通组播
湖北卫视,http://www.xingwen.online:9810/rtp/239.253.92.210:6567$河北联通组播
四川卫视,http://www.xingwen.online:9810/rtp/239.253.92.16:6043$河北联通组播
重庆卫视,http://www.xingwen.online:9810/rtp/239.253.92.10:6053$河北联通组播
河南卫视,http://www.xingwen.online:9810/rtp/239.253.92.137:6144$河北联通组播
广西卫视,http://www.xingwen.online:9810/rtp/239.253.92.76:8043$河北联通组播
贵州卫视,http://www.xingwen.online:9810/rtp/239.253.92.105:6055$河北联通组播
江西卫视,http://www.xingwen.online:9810/rtp/239.253.92.19:6145$河北联通组播
吉林卫视,http://www.xingwen.online:9810/rtp/239.253.92.202:6147$河北联通组播
海南卫视,http://www.xingwen.online:9810/rtp/239.253.93.155:6323$河北联通组播

//河北电信组播IP端口：www.biaowen.net:4022
湖南卫视,http://www.biaowen.net:4022/rtp/239.254.200.48:8012$河北电信组播
浙江卫视,http://www.biaowen.net:4022/rtp/239.254.200.53:8036$河北电信组播
江苏卫视,http://www.biaowen.net:4022/rtp/239.254.200.51:8028$河北电信组播
安徽卫视,http://www.biaowen.net:4022/rtp/239.254.200.163:6000$河北电信组播
东南卫视,http://www.biaowen.net:4022/rtp/239.254.201.13:6291$河北电信组播
北京卫视,http://www.biaowen.net:4022/rtp/239.254.200.47:8024$河北电信组播
天津卫视,http://www.biaowen.net:4022/rtp/239.254.200.54:1234$河北电信组播
辽宁卫视,http://www.biaowen.net:4022/rtp/239.254.200.57:8056$河北电信组播
山东卫视,http://www.biaowen.net:4022/rtp/239.254.200.55:8052$河北电信组播
云南卫视,http://www.biaowen.net:4022/rtp/239.254.200.68:8108$河北电信组播
河南卫视,http://www.biaowen.net:4022/rtp/239.254.201.16:7174$河北电信组播
黑龙江卫视,http://www.biaowen.net:4022/rtp/239.254.200.49:8016$河北电信组播
四川卫视,http://www.biaowen.net:4022/rtp/239.254.200.202:6325$河北电信组播
江西卫视,http://www.biaowen.net:4022/rtp/239.254.201.12:6290$河北电信组播
贵州卫视,http://www.biaowen.net:4022/rtp/239.254.201.20:6315$河北电信组播
深圳卫视,http://www.biaowen.net:4022/rtp/239.254.200.50:8020$河北电信组播
湖北卫视,http://www.biaowen.net:4022/rtp/239.254.200.164:6000$河北电信组播
东方卫视,http://www.biaowen.net:4022/rtp/239.254.200.52:8032$河北电信组播
重庆卫视,http://www.biaowen.net:4022/rtp/239.254.200.203:6323$河北电信组播
山西卫视,http://www.biaowen.net:4022/rtp/239.254.200.83:8172$河北电信组播
广东卫视,http://www.biaowen.net:4022/rtp/239.254.200.56:8048$河北电信组播
广西卫视,http://www.biaowen.net:4022/rtp/239.254.200.80:8300$河北电信组播
吉林卫视,http://www.biaowen.net:4022/rtp/239.254.201.15:6339$河北电信组播
陕西卫视,http://www.biaowen.net:4022/rtp/239.254.200.82:8140$河北电信组播
内蒙古卫视,http://www.biaowen.net:4022/rtp/239.254.200.84:8176$河北电信组播
青海卫视,http://www.biaowen.net:4022/rtp/239.254.200.85:8184$河北电信组播
海南卫视,http://www.biaowen.net:4022/rtp/239.254.201.125:6288$河北电信组播
宁夏卫视,http://www.biaowen.net:4022/rtp/239.254.200.87:8124$河北电信组播
西藏卫视,http://www.biaowen.net:4022/rtp/239.254.200.88:8164$河北电信组播
新疆卫视,http://www.biaowen.net:4022/rtp/239.254.200.89:8160$河北电信组播
甘肃卫视,http://www.biaowen.net:4022/rtp/239.254.200.90:8188$河北电信组播

//湖北电信组播IP端口：www.hiliu.myds.me:8088
湖北卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.115:8664$湖北电信组播
河北卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.113:9616$湖北电信组播
深圳卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.137:8896$湖北电信组播
黑龙江卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.138:8902$湖北电信组播
湖南卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.139:8908$湖北电信组播
广东卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.140:8914$湖北电信组播
北京卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.141:8920$湖北电信组播
东方卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.142:8926$湖北电信组播
浙江卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.143:8932$湖北电信组播
江苏卫视,http://www.hiliu.myds.me:8088/rtp/239.254.96.144:8938$湖北电信组播
天津卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.68:10048$湖北电信组播
山东卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.69:10054$湖北电信组播
安徽卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.70:10060$湖北电信组播
辽宁卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.71:10066$湖北电信组播
东南卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.108:10286$湖北电信组播
江西卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.126:10394$湖北电信组播
重庆卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.149:10530$湖北电信组播
贵州卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.150:10536$湖北电信组播
海南卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.151:10542$湖北电信组播
河南卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.168:10644$湖北电信组播
四川卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.169:10650$湖北电信组播
广西卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.191:10788$湖北电信组播
吉林卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.212:10914$湖北电信组播
河北卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.157:10578$湖北电信组播
东方卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.173:10674$湖北电信组播
江苏卫视,http://www.hiliu.myds.me:8088/rtp/239.69.1.174:10680$湖北电信组播

//贵州电信组播IP端口：www.qhjx.top:18000
北京卫视,http://www.qhjx.top:18000/udp/238.255.2.81:5999$贵州电信组播
天津卫视,http://www.qhjx.top:18000/udp/238.255.2.99:5999$贵州电信组播
重庆卫视,http://www.qhjx.top:18000/udp/238.255.2.78:5999$贵州电信组播
东方卫视,http://www.qhjx.top:18000/udp/238.255.2.98:5999$贵州电信组播
东南卫视,http://www.qhjx.top:18000/udp/238.255.2.103:5999$贵州电信组播
广东卫视,http://www.qhjx.top:18000/udp/238.255.2.59:5999$贵州电信组播
广西卫视,http://www.qhjx.top:18000/udp/238.255.2.64:5999$贵州电信组播
海南卫视,http://www.qhjx.top:18000/udp/238.255.2.58:5999$贵州电信组播
河北卫视,http://www.qhjx.top:18000/udp/238.255.2.77:5999$贵州电信组播
河南卫视,http://www.qhjx.top:18000/udp/238.255.2.74:5999$贵州电信组播
黑龙江卫视,http://www.qhjx.top:18000/udp/238.255.2.96:5999$贵州电信组播
内蒙古卫视,http://www.qhjx.top:18000/udp/238.255.2.53:5999$贵州电信组播
湖北卫视,http://www.qhjx.top:18000/udp/238.255.2.102:5999$贵州电信组播
江苏卫视,http://www.qhjx.top:18000/udp/238.255.2.104:5999$贵州电信组播
江西卫视,http://www.qhjx.top:18000/udp/238.255.2.94:5999$贵州电信组播
宁夏卫视,http://www.qhjx.top:18000/udp/238.255.2.75:5999$贵州电信组播
青海卫视,http://www.qhjx.top:18000/udp/238.255.2.51:5999$贵州电信组播
三沙卫视,http://www.qhjx.top:18000/udp/238.255.2.203:5999$贵州电信组播
厦门卫视,http://www.qhjx.top:18000/udp/238.255.2.205:5999$贵州电信组播
山东卫视,http://www.qhjx.top:18000/udp/238.255.2.97:5999$贵州电信组播
山西卫视,http://www.qhjx.top:18000/udp/238.255.2.71:5999$贵州电信组播
陕西卫视,http://www.qhjx.top:18000/udp/238.255.2.72:5999$贵州电信组播
深圳卫视,http://www.qhjx.top:18000/udp/238.255.2.61:5999$贵州电信组播
四川卫视,http://www.qhjx.top:18000/udp/238.255.2.76:5999$贵州电信组播
辽宁卫视,http://www.qhjx.top:18000/udp/238.255.2.69:5999$贵州电信组播
甘肃卫视,http://www.qhjx.top:18000/udp/238.255.2.73:5999$贵州电信组播
湖南卫视,http://www.qhjx.top:18000/udp/238.255.2.93:5999$贵州电信组播
吉林卫视,http://www.qhjx.top:18000/udp/238.255.2.95:5999$贵州电信组播
兵团卫视,http://www.qhjx.top:18000/udp/238.255.2.67:5999$贵州电信组播
新疆卫视,http://www.qhjx.top:18000/udp/238.255.2.66:5999$贵州电信组播
云南卫视,http://www.qhjx.top:18000/udp/238.255.2.63:5999$贵州电信组播
浙江卫视,http://www.qhjx.top:18000/udp/238.255.2.100:5999$贵州电信组播
安徽卫视,http://www.qhjx.top:18000/udp/238.255.2.101:5999$贵州电信组播
西藏卫视,http://www.qhjx.top:18000/udp/238.255.2.65:5999$贵州电信组播
延边卫视,http://www.qhjx.top:18000/udp/238.255.2.204:5999$贵州电信组播

//四川电信组播IP端口：xeace.cn:8888
四川卫视,http://xeace.cn:8888/udp/239.93.0.20:1235$四川电信组播
湖南卫视,http://xeace.cn:8888/udp/239.93.0.88:5140$四川电信组播
江苏卫视,http://xeace.cn:8888/udp/239.93.0.89:5140$四川电信组播
浙江卫视,http://xeace.cn:8888/udp/239.93.0.124:5140$四川电信组播
东方卫视,http://xeace.cn:8888/udp/239.93.0.123:5140$四川电信组播
北京卫视,http://xeace.cn:8888/udp/239.93.0.180:5140$四川电信组播
深圳卫视,http://xeace.cn:8888/udp/239.93.0.182:5140$四川电信组播
广东卫视,http://xeace.cn:8888/udp/239.93.0.181:5140$四川电信组播
天津卫视,http://xeace.cn:8888/udp/239.93.0.167:5140$四川电信组播
山东卫视,http://xeace.cn:8888/udp/239.93.0.168:5140$四川电信组播
康巴卫视,http://xeace.cn:8888/udp/239.93.0.41:5140$四川电信组播
江西卫视,http://xeace.cn:8888/udp/239.93.0.134:5140$四川电信组播
东南卫视,http://xeace.cn:8888/udp/239.93.0.42:5140$四川电信组播
黑龙江卫视,http://xeace.cn:8888/udp/239.93.0.183:5140$四川电信组播
重庆卫视,http://xeace.cn:8888/udp/239.93.1.107:5140$四川电信组播
贵州卫视,http://xeace.cn:8888/udp/239.93.0.131:5140$四川电信组播
湖北卫视,http://xeace.cn:8888/udp/239.93.0.250:5140$四川电信组播
安徽卫视,http://xeace.cn:8888/udp/239.93.1.106:5140$四川电信组播
河北卫视,http://xeace.cn:8888/udp/239.93.0.132:5140$四川电信组播
辽宁卫视,http://xeace.cn:8888/udp/239.93.1.108:5140$四川电信组播
云南卫视,http://xeace.cn:8888/udp/239.93.1.174:5140$四川电信组播
河南卫视,http://xeace.cn:8888/udp/239.93.42.45:5140$四川电信组播
广西卫视,http://xeace.cn:8888/udp/239.93.42.46:5140$四川电信组播
云南卫视,http://xeace.cn:8888/udp/239.93.0.174:5140$四川电信组播
吉林卫视,http://xeace.cn:8888/udp/239.93.0.248:5140$四川电信组播
陕西卫视,http://xeace.cn:8888/udp/239.93.0.176:5140$四川电信组播
山西卫视,http://xeace.cn:8888/udp/239.93.0.6:5140$四川电信组播
内蒙古卫视,http://xeace.cn:8888/udp/239.93.0.8:5140$四川电信组播
青海卫视,http://xeace.cn:8888/udp/239.93.0.192:5140$四川电信组播
宁夏卫视,http://xeace.cn:8888/udp/239.93.0.247:5140$四川电信组播
西藏卫视,http://xeace.cn:8888/udp/239.93.0.175:5140$四川电信组播
新疆卫视,http://xeace.cn:8888/udp/239.93.0.194:5140$四川电信组播
甘肃卫视,http://xeace.cn:8888/udp/239.93.0.81:5140$四川电信组播
海南卫视,http://xeace.cn:8888/udp/239.93.0.80:5140$四川电信组播
兵团卫视,http://xeace.cn:8888/udp/239.93.42.43:5140$四川电信组播
厦门卫视,http://xeace.cn:8888/udp/239.93.42.57:5140$四川电信组播
三沙卫视,http://xeace.cn:8888/udp/239.93.42.58:5140$四川电信组播

//天津联通组播IP端口：ha.xushining.com:50000
安徽卫视,http://ha.xushining.com:50000/udp/225.1.1.127:5002$天津联通组播
北京卫视,http://ha.xushining.com:50000/udp/225.1.1.113:5002$天津联通组播
东方卫视,http://ha.xushining.com:50000/udp/225.1.2.31:5002$天津联通组播
甘肃卫视,http://ha.xushining.com:50000/udp/225.1.1.30:5002$天津联通组播
广东卫视,http://ha.xushining.com:50000/udp/225.1.1.116:5002$天津联通组播
深圳卫视,http://ha.xushining.com:50000/udp/225.1.1.117:5002$天津联通组播
贵州卫视,http://ha.xushining.com:50000/udp/225.1.2.28:5002$天津联通组播
海南卫视,http://ha.xushining.com:50000/udp/225.1.2.82:5002$天津联通组播
三沙卫视,http://ha.xushining.com:50000/udp/225.1.2.181:5002$天津联通组播
河南卫视,http://ha.xushining.com:50000/udp/225.1.2.61:5002$天津联通组播
黑龙江卫视,http://ha.xushining.com:50000/udp/225.1.1.115:5002$天津联通组播
湖北卫视,http://ha.xushining.com:50000/udp/225.1.1.147:5002$天津联通组播
湖南卫视,http://ha.xushining.com:50000/udp/225.1.1.114:5002$天津联通组播
吉林卫视,http://ha.xushining.com:50000/udp/225.1.2.26:5002$天津联通组播
江苏卫视,http://ha.xushining.com:50000/udp/225.1.1.126:5002$天津联通组播
江西卫视,http://ha.xushining.com:50000/udp/225.1.2.29:5002$天津联通组播
辽宁卫视,http://ha.xushining.com:50000/udp/225.1.1.154:5002$天津联通组播
内蒙古卫视,http://ha.xushining.com:50000/udp/225.1.1.32:5002$天津联通组播
宁夏卫视,http://ha.xushining.com:50000/udp/225.1.1.56:5002$天津联通组播
青海卫视,http://ha.xushining.com:50000/udp/225.1.1.54:5002$天津联通组播
山西卫视,http://ha.xushining.com:50000/udp/225.1.1.50:5002$天津联通组播
陕西卫视,http://ha.xushining.com:50000/udp/225.1.1.41:5002$天津联通组播
四川卫视,http://ha.xushining.com:50000/udp/225.1.1.123:5002$天津联通组播
西藏卫视,http://ha.xushining.com:50000/udp/225.1.1.51:5002$天津联通组播
新疆卫视,http://ha.xushining.com:50000/udp/225.1.1.35:5002$天津联通组播
兵团卫视,http://ha.xushining.com:50000/udp/225.1.1.57:5002$天津联通组播
广西卫视,http://ha.xushining.com:50000/udp/225.1.2.81:5002$天津联通组播
云南卫视,http://ha.xushining.com:50000/udp/225.1.1.61:5002$天津联通组播
浙江卫视,http://ha.xushining.com:50000/udp/225.1.1.112:5002$天津联通组播
重庆卫视,http://ha.xushining.com:50000/udp/225.1.1.155:5002$天津联通组播
河北卫视,http://ha.xushining.com:50000/udp/225.1.2.27:5002$天津联通组播

//河南联通组播IP端口：115.60.241.249:2000
湖南卫视,http://115.60.241.249:2000/rtp/225.1.4.82:1111$河南联通组播
江苏卫视,http://115.60.241.249:2000/rtp/225.1.4.83:1112$河南联通组播
浙江卫视,http://115.60.241.249:2000/rtp/225.1.4.84:1113$河南联通组播
北京卫视,http://115.60.241.249:2000/rtp/225.1.4.81:1110$河南联通组播
东方卫视,http://115.60.241.249:2000/rtp/225.1.4.85:1114$河南联通组播
天津卫视,http://115.60.241.249:2000/rtp/225.1.4.86:1115$河南联通组播
山东卫视,http://115.60.241.249:2000/rtp/225.1.4.88:1117$河南联通组播
安徽卫视,http://115.60.241.249:2000/rtp/225.1.4.87:1116$河南联通组播
深圳卫视,http://115.60.241.249:2000/rtp/225.1.4.90:1119$河南联通组播
江西卫视,http://115.60.241.249:2000/rtp/225.1.4.139:1305$河南联通组播
湖北卫视,http://115.60.241.249:2000/rtp/225.1.4.89:1118$河南联通组播
四川卫视,http://115.60.241.249:2000/rtp/225.1.4.151:1306$河南联通组播
黑龙江卫视,http://115.60.241.249:2000/rtp/225.1.4.91:1120$河南联通组播
云南卫视,http://115.60.241.249:2000/rtp/225.1.4.152:1307$河南联通组播
贵州卫视,http://115.60.241.249:2000/rtp/225.1.4.122:1302$河南联通组播
辽宁卫视,http://115.60.241.249:2000/rtp/225.1.4.167:1208$河南联通组播
东南卫视,http://115.60.241.249:2000/rtp/225.1.4.228:1274$河南联通组播
重庆卫视,http://115.60.241.249:2000/rtp/225.1.4.157:1308$河南联通组播
广东卫视,http://115.60.241.249:2000/rtp/225.1.4.166:1207$河南联通组播
广西卫视,http://115.60.241.249:2000/rtp/225.1.4.31:1060$河南联通组播
河北卫视,http://115.60.241.249:2000/rtp/225.1.4.123:1304$河南联通组播
海南卫视,http://115.60.241.249:2000/rtp/225.1.4.25:1054$河南联通组播
吉林卫视,http://115.60.241.249:2000/rtp/225.1.4.174:1309$河南联通组播
山西卫视,http://115.60.241.249:2000/rtp/225.1.4.38:1067$河南联通组播
陕西卫视,http://115.60.241.249:2000/rtp/225.1.4.39:1068$河南联通组播
甘肃卫视,http://115.60.241.249:2000/rtp/225.1.4.42:1071$河南联通组播
宁夏卫视,http://115.60.241.249:2000/rtp/225.1.4.43:1072$河南联通组播
青海卫视,http://115.60.241.249:2000/rtp/225.1.4.44:1073$河南联通组播
内蒙古卫视,http://115.60.241.249:2000/rtp/225.1.4.45:1074$河南联通组播
西藏卫视,http://115.60.241.249:2000/rtp/225.1.4.46:1075$河南联通组播
新疆卫视,http://115.60.241.249:2000/rtp/225.1.4.47:1076$河南联通组播
厦门卫视,http://115.60.241.249:2000/rtp/225.1.4.95:1124$河南联通组播
兵团卫视,http://115.60.241.249:2000/rtp/225.1.4.97:1126$河南联通组播
三沙卫视,http://115.60.241.249:2000/rtp/225.1.4.234:1280$河南联通组播
海南卫视,http://115.60.241.249:2000/rtp/225.1.4.195:1310$河南联通组播

🇨🇳台湾频道,#genre#
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8

三立综合台,http://37.27.111.214:8080/live/31/hls.m3u8
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
龙华电影台,http://37.27.111.214:8080/live/19/hls.m3u8
龙华戏剧台,http://37.27.111.214:8080/live/41/hls.m3u8
TVBS,http://37.27.111.214:8080/live/23/hls.m3u8
TVBS欢乐台,http://37.27.111.214:8080/live/24/hls.m3u8
Momo,http://37.27.111.214:8080/live/3/hls.m3u8
Nickelodeon,http://37.27.111.214:8080/live/12/hls.m3u8
Live互动英语,http://37.27.111.214:8080/live/54/hls.m3u8
ELTV生活英语台,http://37.27.111.214:8080/live/56/hls.m3u8
民视,http://37.27.111.214:8080/live/6/hls.m3u8
民视第一台http://37.27.111.214:8080/live/4/hls.m3u8
民视台湾台,http://37.27.111.214:8080/live/5/hls.m3u8
民视影剧台,http://37.27.111.214:8080/live/88/hls.m3u8
公视戏剧台,http://37.27.111.214:8080/live/87/hls.m3u8
中视新闻,http://37.27.111.214:8080/live/7/hls.m3u8
中视经典,http://37.27.111.214:8080/live/47/hls.m3u8
中视精彩,http://37.27.111.214:8080/live/48/hls.m3u8

🇭🇰港澳频道,#genre#
凤凰中文,http://58.144.154.93/qctv.fengshows.cn/live/0701pcc72.m3u8 # http://www.biaowen.net:4022/rtp/239.254.201.2:5226$河北电信组播 # http://xeace.cn:8888/udp/239.93.0.162:2192$四川电信组播
凤凰资讯,http://58.144.154.93/qctv.fengshows.cn/live/0701pin72.m3u8 # http://www.biaowen.net:4022/rtp/239.254.201.3:5227$河北电信组播 # http://xeace.cn:8888/udp/239.93.0.118:2191$四川电信组播
凤凰香港,https://live.hkdvb.com/hls/live/85.m3u8?token=631170156107453

TVB 功夫台,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB 星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8

TVB 翡翠台,https://live.hkdvb.com/hls/live/81.m3u8?token=631170156107453
TVB 翡翠台4K,https://live.hkdvb.com/hls/live/800.m3u8?token=631170156107453$4K频道
TVB PLUS,https://live.hkdvb.com/hls/live/82.m3u8?token=631170156107453
PopC,https://live.hkdvb.com/hls/live/801.m3u8?token=631170156107453
Pearl 明珠台,https://live.hkdvb.com/hls/live/84.m3u8?token=631170156107453
美亚电影台(香港),https://live.hkdvb.com/hls/live/802.m3u8?token=631170156107453
华语剧台,https://live.hkdvb.com/hls/live/803.m3u8?token=631170156107453
粤语片台,https://live.hkdvb.com/hls/live/804.m3u8?token=631170156107453
HOYTV,https://live.hkdvb.com/hls/live/77.m3u8?token=631170156107453
HOYTV资讯台,https://live.hkdvb.com/hls/live/78.m3u8?token=631170156107453
RTHK31,https://live.hkdvb.com/hls/live/31.m3u8?token=631170156107453
RTHK32,https://live.hkdvb.com/hls/live/32.m3u8?token=631170156107453
RTHK36,https://live.hkdvb.com/hls/live/36.m3u8?token=631170156107453
Viu TV,https://live.hkdvb.com/hls/live/99.m3u8?token=631170156107453
Viu TV6,https://live.hkdvb.com/hls/live/96.m3u8?token=631170156107453
NOW新闻台,https://live.hkdvb.com/hls/live/332.m3u8?token=631170156107453
NOW爆谷星影台,https://live.hkdvb.com/hls/live/138.m3u8?token=631170156107453

⛩️北京频道,#genre#
北京纪实科教8K,https://epg.pw/stream/f48875235ce63399ced8a8f27167ceea2fda31675f2b15a967a49f1ec6bba9f7.m3u8 # http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8

爱尚4K超清,http://ikuai.zlsip.top:4022/rtp/239.3.1.236:2000
北京4K电影,http://ikuai.zlsip.top:4022/rtp/239.3.1.249:8001
北京卫视,http://ikuai.zlsip.top:4022/rtp/239.3.1.241:8000
北京新闻,http://ikuai.zlsip.top:4022/rtp/239.3.1.159:8000
北京影视,http://ikuai.zlsip.top:4022/rtp/239.3.1.158:8000
北京文艺,http://ikuai.zlsip.top:4022/rtp/239.3.1.242:8000
北京财经,http://ikuai.zlsip.top:4022/rtp/239.3.1.116:8000
北京生活,http://ikuai.zlsip.top:4022/rtp/239.3.1.117:8000
北京纪实科教,http://ikuai.zlsip.top:4022/rtp/239.3.1.115:8000
北京卡酷少儿,http://ikuai.zlsip.top:4022/rtp/239.3.1.189:8000
北京体育休闲,http://ikuai.zlsip.top:4022/rtp/239.3.1.243:8000
北京国际频道,http://ikuai.zlsip.top:4022/rtp/239.3.1.235:8000
北京冬奥纪实,http://www.biaowen.net:4022/rtp/239.254.200.188:6311$河北电信组播

北京文艺,http://video.qd.sdu.edu.cn/liverespath/df76b690ed09ed3949eb8579ea5a7728e6cbd03f/index.m3u8
北京影视,http://video.qd.sdu.edu.cn/liverespath/d68ca2a45a66f1289325852228ee748974c431ca/index.m3u8
北京生活,http://video.qd.sdu.edu.cn/liverespath/89ed1379f4c4cc9a436aacabc882365f512a7595/index.m3u8
北京纪实科教,http://video.qd.sdu.edu.cn/liverespath/72e61aa5ca26beb9dd17a950d2a8c6171a5cd998/index.m3u8
北京财经,http://video.qd.sdu.edu.cn/liverespath/da4b2d170d47e48cfd4dcd6db27b7088a876aa30/index.m3u8
北京体育休闲,http://video.qd.sdu.edu.cn/liverespath/85e67548eb4b2a78b704e349eb27a9e787b63138/index.m3u8
北京新闻,http://video.qd.sdu.edu.cn/liverespath/e0f83dca54734aea4920c0125111c84859d2a012/index.m3u8

北京淘电影,http://ikuai.zlsip.top:4022/rtp/239.3.1.250:8001
北京淘剧场,http://ikuai.zlsip.top:4022/rtp/239.3.1.95:8001
北京淘娱乐,http://ikuai.zlsip.top:4022/rtp/239.3.1.100:8001
